MAG Id;Sample;Accession;CheckM Completeness;CheckM Contamination;CheckM Strain heterogeneity;Anvio Completion;Anvio Redundancy;GTDB Taxonomy;Checkm Taxonomy;Anvio Domain;Dereplication Cluster;Representative MAG;Genome size;# scaffolds;N50 (scaffolds);Longest scaffold;# ambiguous bases;# predicted genes;Translation table;Coding density;GC Content;GC Content (sd);High Quality;EMOSE_N010000413;EMOSE_N010000990;EMOSE_N010000419;EMOSE_N020000414;EMOSE_N010000414;EMOSE_N010000416;EMOSE_N010000415;EMOSE_N010000417;EMOSE_N030000421;EMOSE_N030000991;EMOSE_N010000418;EMOSE_N010000424;EMOSE_N010000407;EMOSE_N010000368;EMOSE_N010000401;EMOSE_N010000995;EMOSE_N010000372;EMOSE_N010000405;EMOSE_N010000411;EMOSE_N020000340;EMOSE_N010000340;EMOSE_N010000344;EMOSE_N010000346;EMOSE_N020000684;EMOSE_N030000829;EMOSE_N040000340
ETHSEQ0000004044_metabat2_a26.c2k.e500.108;EMOSE_N010000372;ERR2098388;74,3;6,47;13,21;84,89;13,67;"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__";s__algicola;BACTERIA (0.8);46_1;ETHSEQ0000004069_metabat2_a26.c2k.e500.19.fa;2168030;531;4260;21744;900;2264;11;0,940729141;0,331268083;0,022914733;FALSO;3,913939379;5,255788173;3,498012222;4,74505516;3,111623397;6,124444765;3,171402454;4,793534501;4,91302951;5,534981808;3,627976718;3,420673968;7,856480169;9,592618173;5,435183653;2,30768704;6,754475725;7,484594802;7,451296949;9,561498682;8,886241525;10,37483548;8,425780226;8,336111714;10,5977032;13,39881143
ETHSEQ0000004026_metabat2_a26.c2k.e500.77;EMOSE_N010000416;ERR2098370;75,63;6,97;7,69;71,94;9,35;"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MedPE-SWsnd-G2;s__";k__Bacteria;BACTERIA (0.8);46_1;ETHSEQ0000004069_metabat2_a26.c2k.e500.19.fa;1406979;407;3446;11594;720;1544;11;0,940726905;0,332320718;0,023001182;FALSO;4,083575258;5,41826285;3,610508354;4,936085774;3,198368649;6,947879214;3,202455924;4,9345886;5,084155823;5,774486732;3,797874378;3,567641671;8,108548821;9,982525258;5,703239115;2,325056197;6,490827494;7,766560442;7,743685823;10,13957523;9,377434029;10,75653425;8,685849459;8,473068231;10,90433899;14,01873472
ETHSEQ0000004056_metabat2_a26.c2k.e500.28;EMOSE_N010000344;ERR2098400;64,34;2,52;10;84,17;4,32;"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MedPE-SWsnd-G2;s__";s__algicola;BACTERIA (0.8);46_1;ETHSEQ0000004069_metabat2_a26.c2k.e500.19.fa;1748275;230;11234;51683;2610;1641;11;0,932213182;0,337140288;0,018316046;FALSO;3,993294739;5,269326739;3,613202304;4,922587435;3,258198348;6,292164435;3,269609374;4,933418826;5,121206696;5,748847087;3,596151;3,460397913;7,79168513;9,677298174;5,525501;2,363148883;6,223495435;7,578909174;7,386938435;9,611346739;9,086389783;10,55808109;8,308643957;8,139640565;10,4765243;13,55245391
ETHSEQ0000004035_metabat2_a26.c2k.e500.113;EMOSE_N010000368;ERR2098379;85,11;8,61;6,56;93,53;12,23;"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MedPE-SWsnd-G2;s__";s__algicola;BACTERIA (0.9);46_1;ETHSEQ0000004069_metabat2_a26.c2k.e500.19.fa;2562614;341;11814;57338;4420;2420;11;0,925541264;0,331410362;0,021573301;FALSO;3,789020235;5,019215806;3,37211612;4,621977507;3,007313569;5,889490088;3,06745515;4,66011654;4,805561848;5,297244012;3,282997223;3,244538525;7,410279795;9,289130352;5,118870613;2,30527693;5,965038915;7,122324985;6,876754018;9,037854076;8,476209062;9,683164868;7,942266452;7,796684663;9,828284663;12,73397396
ETHSEQ0000004033_metabat2_a26.c2k.e500.47;EMOSE_N010000407;ERR2098377;60,96;1,47;0;74,82;4,32;"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MedPE-SWsnd-G2;s__";s__algicola;BACTERIA (0.8);46_1;ETHSEQ0000004069_metabat2_a26.c2k.e500.19.fa;1624013;293;7355;33714;1200;1566;11;0,932312734;0,338106116;0,021851404;FALSO;4,019784096;5,271759113;3,546667334;4,974463276;3,248283734;6,23575372;3,227059829;4,862368191;5,08909959;5,692037952;3,652448454;3,477299242;8,111259898;9,686906348;5,667148362;2,343099509;6,332754164;7,601265051;7,488653618;9,622780853;9,0477543;10,23664495;8,42693198;8,439565085;10,79879782;13,59102451
ETHSEQ0000004046_metabat2_a26.c2k.e500.58;EMOSE_N010000411;ERR2098390;79,53;9,42;6,67;82,73;11,51;"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__";s__algicola;BACTERIA (0.7);46_1;ETHSEQ0000004069_metabat2_a26.c2k.e500.19.fa;2375127;445;6972;33067;2220;2333;11;0,930746861;0,332234681;0,021050592;FALSO;3,924734427;5,174085393;3,507454315;4,703181011;3,053983831;5,977444157;3,143617061;4,802355978;4,799145692;5,38741836;3,420050443;3,39030033;7,566513303;9,275910652;5,326341654;2,320125955;6,093859978;7,401926337;7,563971393;9,257562629;8,652969685;9,97058;8,159357281;8,187610225;10,20543465;13,08992463
ETHSEQ0000004065_metabat2_a26.c2k.e500.70;EMOSE_N030000829;ERR2098409;76,72;5,02;0;83,45;10,79;"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MedPE-SWsnd-G2;s__";k__Bacteria;BACTERIA (0.9);46_1;ETHSEQ0000004069_metabat2_a26.c2k.e500.19.fa;2101239;263;12965;57586;4390;1896;11;0,920492148;0,337268921;0,021524074;FALSO;3,645243156;4,806709163;3,259415247;4,458234243;2,910919236;5,813987795;2,980678578;4,503479316;4,581657072;5,147683954;3,108346228;3,187151977;7,068158631;8,768674639;5,073557711;2,200696506;5,707093764;6,990064335;6,524656312;8,686129734;8,183500608;9,280161027;7,562926426;7,490266312;9,599870494;12,11035323
ETHSEQ0000004054_metabat2_a26.c2k.e500.105;EMOSE_N020000340;ERR2098398;70,69;6;6,98;80,58;8,63;"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MedPE-SWsnd-G2;s__";s__algicola;BACTERIA (0.9);46_1;ETHSEQ0000004069_metabat2_a26.c2k.e500.19.fa;2191515;400;7688;38692;2450;2133;11;0,927304627;0,333098378;0,01801497;FALSO;3,801458748;5,08572235;3,348343535;4,66299665;3,050605363;5,924831125;3,029585675;4,735838125;4,67957735;5,201725825;3,38109407;3,317622523;7,25056215;9,01516015;5,2480484;2,282327137;6,00330575;7,272621975;6,906874175;9,413916525;8,444209075;9,7566368;7,975130425;8,29913015;10,18016695;12,7865434
ETHSEQ0000004069_metabat2_a26.c2k.e500.19;EMOSE_N040000340;ERR2196984;64,74;1,85;7,69;69,06;0,72;"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__MedPE-SWsnd-G2;s__";s__algicola;BACTERIA (0.7);46_1;ETHSEQ0000004069_metabat2_a26.c2k.e500.19.fa;1741655;199;13631;49014;3900;1633;11;0,925255576;0,333574065;0,019017027;FALSO;4,016374975;5,218555025;3,51678794;4,87676204;3,155884271;6,261866533;3,214975302;4,823444824;5,032748241;5,685471709;3,635509784;3,408868442;7,707202362;9,483604422;5,614160854;2,27479003;6,365465829;7,471033015;7,387106834;9,60299995;8,84420799;10,16669065;8,268886281;8,32217593;10,54497201;13,81839598
ETHSEQ0000004045_metabat2_a26.c2k.e500.4;EMOSE_N010000405;ERR2098389;57,62;2,62;10,53;69,78;14,39;"d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__";s__algicola;BACTERIA (0.7);46_1;ETHSEQ0000004069_metabat2_a26.c2k.e500.19.fa;1851056;370;6256;35396;1020;1789;11;0,939159593;0,337505865;0,020649202;FALSO;3,968601432;5,191850703;3,521251495;4,817120703;3,28045983;6,077838676;3,14708963;4,901026027;4,987657405;5,639431189;3,520542022;3,376405824;7,624487919;9,397653189;5,603601486;2,358394705;6,32494973;7,909502595;7,210922784;9,395450324;8,814591595;10,0866383;8,225706838;8,275921405;10,43397592;13,25789568
ETHSEQ0000004022_metabat2_a26.c2k.e500.25;EMOSE_N010000990;ERR2098366;66,55;5,52;9,8;72,66;7,19;"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__";f__Rhodobacteraceae;BACTERIA (0.7);17_1;ETHSEQ0000004069_metabat2_a26.c2k.e500.33.fa;1987605;465;4769;40914;210;2286;11;0,929589632;0,398637915;0,024420617;FALSO;7,075163398;8,443080086;6,843375871;8,755129204;6,095659806;9,819260086;5,934931075;8,586722237;8,426280753;9,10052828;2,655290082;3,544200613;11,28441297;11,45609226;6,337924882;5,101743075;11,38836355;12,69649548;9,351226194;11,30503626;10,32529437;10,43626155;10,50607953;3,673196015;4,900640095;19,02878409
ETHSEQ0000004044_metabat2_a26.c2k.e500.66;EMOSE_N010000372;ERR2098388;87,28;3,31;10,53;94,24;4,32;"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__";f__Rhodobacteraceae;BACTERIA (0.9);17_1;ETHSEQ0000004069_metabat2_a26.c2k.e500.33.fa;2426743;313;11663;128147;1840;2582;11;0,917648057;0,399018847;0,020180549;VERDADERO;6,728776358;7,476820288;6,478741594;8,323743834;5,771034185;9,103733003;5,632754572;8,073074153;8,012692907;8,597276518;2,509940249;3,398519591;10,30916518;10,66935358;6,303548818;4,726575495;10,63903291;11,67278272;8,68076853;10,40988805;9,410798786;9,908383834;9,61243131;3,722528757;4,845596588;17,52482208
ETHSEQ0000004026_metabat2_a26.c2k.e500.29;EMOSE_N010000416;ERR2098370;71,96;4,01;25;68,35;9,35;"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__";f__Rhodobacteraceae;BACTERIA (0.7);17_1;ETHSEQ0000004069_metabat2_a26.c2k.e500.33.fa;2084716;423;5985;34144;1270;2318;11;0,922679156;0,399446878;0,02167366;FALSO;6,993957092;7,786582955;6,635233995;8,468427589;5,972681986;10,03061811;5,799917447;8,414464917;8,277793877;8,841983664;2,545252449;3,476216596;10,86232735;11,09917019;6,245268936;4,889226478;10,94386189;12,22164426;9,115047069;10,95124577;9,874358629;10,16047002;10,1180253;3,679457267;4,834643286;18,37984423
ETHSEQ0000004035_metabat2_a26.c2k.e500.4;EMOSE_N010000368;ERR2098379;84,99;4,43;12,5;90,65;2,88;"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__";f__Rhodobacteraceae;BACTERIA (1.0);17_1;ETHSEQ0000004069_metabat2_a26.c2k.e500.33.fa;2448959;324;11526;105816;3050;2598;11;0,915464489;0,398479257;0,020833827;FALSO;6,595535772;7,289134136;6,289541358;8,038399846;5,667793735;8,934401914;5,553698827;7,855612284;7,732989352;8,369628179;2,376983981;3,32658159;10,13699346;10,65892809;6,018552593;4,575517346;10,07606043;11,28771136;8,49087534;10,10175182;9,168172932;9,675018827;9,349183704;3,550812904;4,672073463;17,08411654
ETHSEQ0000004024_metabat2_a26.c2k.e500.65;EMOSE_N020000414;ERR2098368;70,13;3,74;10;70,5;11,51;"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__";f__Rhodobacteraceae;BACTERIA (0.7);17_1;ETHSEQ0000004069_metabat2_a26.c2k.e500.33.fa;1961276;452;5146;39914;340;2230;11;0,928230907;0,39762236;0,025580791;FALSO;6,968000243;7,788695642;6,516867345;8,925979823;5,845556372;9,463745066;5,672542768;8,273341527;8,101008695;8,690335819;2,599687529;3,397268166;10,8292856;11,15339082;6,091818761;4,879761482;10,95348493;12,21901852;9,001716969;10,96833564;10,00815586;10,13331117;10,08386969;3,38874476;4,620394312;18,40632686
ETHSEQ0000004033_metabat2_a26.c2k.e500.101;EMOSE_N010000407;ERR2098377;86,24;5,85;9,76;87,05;8,63;"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__";f__Rhodobacteraceae;BACTERIA (0.8);17_1;ETHSEQ0000004069_metabat2_a26.c2k.e500.33.fa;2519439;357;10205;61241;1740;2693;11;0,920346156;0,399502879;0,020620743;FALSO;6,465542157;7,256766106;6,230659972;7,943649216;5,619631064;8,837395154;5,434774762;7,80822605;7,676753725;8,26495535;2,424684064;3,306767703;10,3736709;10,23155616;5,978115462;4,491528375;9,928096611;11,13411123;8,387118627;9,942017759;9,042026106;9,562384622;9,152548487;3,697968543;4,87226209;16,8691542
ETHSEQ0000004021_metabat2_a26.c2k.e500.63;EMOSE_N010000413;ERR2098365;54,02;3,16;11,76;53,96;2,88;"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__";f__Rhodobacteraceae;BACTERIA (0.6);17_1;ETHSEQ0000004069_metabat2_a26.c2k.e500.33.fa;1597108;454;3873;28926;70;1874;11;0,929971549;0,397993661;0,025609686;FALSO;8,046847181;8,416059626;7,087850242;9,187849802;6,339972291;10,32604372;6,25259793;8,969377181;8,906875374;9,584296938;2,808996214;3,751485681;11,89552813;12,22181463;6,674218172;5,298519009;12,03491857;13,54893542;9,816398833;11,92029835;10,90549632;11,1503215;11,06091421;3,709855267;4,99227417;20,07632753
ETHSEQ0000004028_metabat2_a26.c2k.e500.79;EMOSE_N010000417;ERR2098372;65,82;6,03;5,88;76,98;12,95;"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__";f__Rhodobacteraceae;BACTERIA (0.8);17_1;ETHSEQ0000004069_metabat2_a26.c2k.e500.33.fa;1959025;503;4485;29562;920;2270;11;0,927720167;0,397522094;0,027637817;FALSO;7,05245175;7,909600477;6,630393638;8,583196421;6,015002545;9,652582445;5,772282684;9,161019264;8,314468966;8,881274036;2,613746515;3,519089887;11,29995463;11,31056521;6,15805006;4,989477606;11,28425018;12,65937547;9,274586163;11,22000237;10,32400185;10,40528612;10,43611753;3,427661554;4,627676002;18,90253316
ETHSEQ0000004046_metabat2_a26.c2k.e500.8;EMOSE_N010000411;ERR2098390;77,28;4,51;5,56;63,31;8,63;"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__";f__Rhodobacteraceae;BACTERIA (0.6);17_1;ETHSEQ0000004069_metabat2_a26.c2k.e500.33.fa;2257053;352;8625;43359;2040;2449;11;0,923841842;0,398428745;0,020376572;FALSO;6,64030946;7,437803551;6,316155824;8,119559801;5,694981676;9,068731023;5,501270588;7,989698977;7,836301023;8,42252108;2,46409933;3,374949318;10,31325699;10,52619571;6,054187707;4,686130284;10,35741469;11,58221284;8,997062045;10,26297577;9,375953466;9,734531278;9,541029318;3,486062477;4,633124136;17,45289216
ETHSEQ0000004065_metabat2_a26.c2k.e500.103;EMOSE_N030000829;ERR2098409;50,11;13,12;12,5;56,83;9,35;"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__";p__Proteobacteria;BACTERIA (0.6);17_1;ETHSEQ0000004069_metabat2_a26.c2k.e500.33.fa;1505761;637;2471;23406;370;1914;11;0,930014126;0,385279306;0,038303466;FALSO;8,887892245;10,28100251;8,306183878;10,70913951;7,163417488;12,54213703;7,047637347;10,90324567;10,57873342;10,82418203;3,770285465;5,046672287;16,18097449;15,55556381;8,116564035;6,849566185;15,28355394;17,47005493;12,42647727;15,23616425;13,56846022;15,05318937;14,25238476;4,028124454;6,018575573;25,24079451
ETHSEQ0000004055_metabat2_a26.c2k.e500.43;EMOSE_N010000340;ERR2098399;81,78;8,88;3,17;82,73;5,76;"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__";f__Rhodobacteraceae;BACTERIA (0.8);17_1;ETHSEQ0000004069_metabat2_a26.c2k.e500.33.fa;2287828;386;7848;60893;1480;2520;11;0,924334784;0,397793337;0,019872642;FALSO;6,817932047;7,614694016;6,483701943;8,280357979;5,837924585;9,24528614;5,626562021;8,202296554;8,046984275;8,59723671;2,515734109;3,439431821;10,56462756;10,85933039;6,162396295;4,745100803;10,50832972;11,78722718;8,782478005;10,57985049;10,06272096;10,0718228;9,697775907;3,537003008;4,733644622;17,84433707
ETHSEQ0000004054_metabat2_a26.c2k.e500.49;EMOSE_N020000340;ERR2098398;82,28;8,81;6,06;69,06;8,63;"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__";f__Rhodobacteraceae;BACTERIA (0.6);17_1;ETHSEQ0000004069_metabat2_a26.c2k.e500.33.fa;2376036;409;7508;86269;1360;2588;11;0,922456562;0,398259805;0,019296116;FALSO;6,43585956;7,164213912;6,065037335;7,822245819;5,449310905;8,737507848;5,36320132;7,763200024;7,600520978;8,191856308;2,393267247;3,279579641;10,10080428;10,31088702;5,865993496;4,597883824;10,04090819;11,33980015;8,432034328;10,50030416;9,135924499;9,57080154;9,29913132;3,352643298;4,501750985;17,13139841
ETHSEQ0000004030_metabat2_a26.c2k.e500.80;EMOSE_N030000991;ERR2098374;62,96;5,69;6,25;64,75;8,63;"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__";f__Rhodobacteraceae;BACTERIA (0.6);17_1;ETHSEQ0000004069_metabat2_a26.c2k.e500.33.fa;1770590;468;4296;24292;450;2050;11;0,926062499;0,398907431;0,024324405;FALSO;7,126291325;8,045650021;6,837153974;8,682341709;6,076299038;9,900839765;5,966162436;8,755204915;8,565206197;9,931862692;2,691479699;3,603002393;11,44070726;11,63784724;6,393679509;5,102162094;11,45595137;12,96870231;9,405850256;11,53047432;10,65507823;10,53660767;10,63232406;3,435317622;4,695706538;19,19338776
ETHSEQ0000004057_metabat2_a26.c2k.e500.9;EMOSE_N010000346;ERR2098401;81,15;4,67;13,33;74,82;4,32;"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__";f__Rhodobacteraceae;BACTERIA (0.7);17_1;ETHSEQ0000004069_metabat2_a26.c2k.e500.33.fa;2298274;352;8598;66943;2040;2474;11;0,925478859;0,399745409;0,020320134;FALSO;6,567810227;7,30917483;6,192241392;8,019602699;5,57481608;8,907439631;5,436215312;7,914736903;7,773397983;8,306065881;2,449216648;3,299031401;10,18337631;10,39892418;5,922824858;4,678492159;10,34340128;11,45916304;8,644455938;10,11757065;9,268791108;9,661830256;9,817123267;3,438031673;4,59049146;17,43690563
ETHSEQ0000004069_metabat2_a26.c2k.e500.33;EMOSE_N040000340;ERR2196984;89,07;2,17;8,33;91,37;2,88;"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__";f__Rhodobacteraceae;BACTERIA (0.9);17_1;ETHSEQ0000004069_metabat2_a26.c2k.e500.33.fa;2646229;304;15365;78900;3710;2777;11;0,913791286;0,398837246;0,020499201;VERDADERO;6,19346977;6,828469079;5,844584309;7,509044178;5,340911875;8,356128947;5,119596414;7,390557368;7,29883625;7,859094178;2,297178924;3,1321885;9,40487125;9,564332138;5,735077336;4,328971326;9,440540329;10,53402243;7,892516151;9,440760592;8,510778553;9,008505559;8,708584539;3,509981266;4,656910997;16,44660174
ETHSEQ0000004045_metabat2_a26.c2k.e500.100;EMOSE_N010000405;ERR2098389;86,18;2,83;0;91,37;2,16;"d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__HIMB11;s__";f__Rhodobacteraceae;BACTERIA (1.0);17_1;ETHSEQ0000004069_metabat2_a26.c2k.e500.33.fa;2522642;299;15545;153351;2920;2633;11;0,917260951;0,399572254;0,019642437;FALSO;6,529341639;7,270484548;6,237096321;8,039215853;5,610657559;8,934482575;5,407809866;7,84228107;7,677186736;8,352111773;2,424887619;3,369693552;10,01800204;10,11174161;6,074297191;4,519525341;10,01696595;11,53217518;8,469175987;10,05925033;9,011323913;9,54822291;9,277996923;3,749368437;4,989970271;17,09791221
ETHSEQ0000004044_metabat2_a26.c2k.e500.20;EMOSE_N010000372;ERR2098388;57,31;1,5;9,09;59,71;2,16;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__";c__Gammaproteobacteria;BACTERIA (0.4);23_1;ETHSEQ0000004069_metabat2_a26.c2k.e500.4.fa;2076476;563;3974;12801;620;2224;11;0,893420391;0,519758596;0,023292379;FALSO;3,104606941;3,35844632;3,327775256;4,485058343;3,186986909;4,679552948;2,957450034;4,240679307;4,702361261;4,665856998;1,83737268;2,237119971;5,083535986;5,119666217;3,656962421;2,946871265;6,017617886;5,660588526;5,088320853;4,553202007;3,773328494;5,384876572;3,780746876;1,397889207;1,777070574;9,698790124
ETHSEQ0000004056_metabat2_a26.c2k.e500.31;EMOSE_N010000344;ERR2098400;50,97;4,68;4,35;41,01;4,32;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__";c__Gammaproteobacteria;BACTERIA (0.5);23_1;ETHSEQ0000004069_metabat2_a26.c2k.e500.4.fa;1646870;600;2955;13029;270;1905;11;0,904555915;0,509120005;0,04874916;FALSO;3,283008663;3,601378953;3,51190532;4,748595067;3,27166539;4,963392017;3,040228223;4,535431368;5,03335215;4,968864817;1,839223716;2,312073345;5,60555845;5,59464555;3,77812979;3,07331851;6,06234625;6,2190055;5,36158485;4,936370383;4,110696078;6,413889517;4,10907295;1,512393767;1,95767845;10,2534698
ETHSEQ0000004035_metabat2_a26.c2k.e500.11;EMOSE_N010000368;ERR2098379;54,79;3,04;6,25;67,63;5,04;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__";c__Gammaproteobacteria;BACTERIA (0.8);23_1;ETHSEQ0000004069_metabat2_a26.c2k.e500.4.fa;1606236;498;3381;16536;570;1828;11;0,901124119;0,517355415;0,032815884;FALSO;3,168642345;3,388285191;3,353020765;4,544928735;3,20926512;4,726771104;2,993152932;4,328152114;4,78277004;4,671700223;1,821369841;2,235907733;5,172564197;5,833500582;3,71240346;2,97223699;5,639447671;5,80516743;5,135775743;4,750639277;3,846480165;5,396098916;3,825086141;1,421697556;1,849804279;9,906989739
ETHSEQ0000004046_metabat2_a26.c2k.e500.85;EMOSE_N010000411;ERR2098390;53,24;5,23;3,33;66,19;1,44;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__";c__Gammaproteobacteria;BACTERIA (0.6);23_1;ETHSEQ0000004069_metabat2_a26.c2k.e500.4.fa;2001100;649;3269;15232;600;2256;11;0,899632202;0,513843039;0,044503715;FALSO;3,282890669;3,481362763;3,457266225;4,667519861;3,208539575;4,892209871;3,004920384;4,338701602;4,890498305;4,813550339;1,849202516;2,312410291;5,461972419;5,480070046;3,796923171;3,048200404;5,880571479;6,170736117;5,816438737;4,792651716;3,945041165;5,589085501;4,039297982;1,456564929;1,872987331;10,01367521
ETHSEQ0000004069_metabat2_a26.c2k.e500.4;EMOSE_N040000340;ERR2196984;86,06;5,83;24;84,89;2,16;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__";c__Gammaproteobacteria;BACTERIA (0.8);23_1;ETHSEQ0000004069_metabat2_a26.c2k.e500.4.fa;3028308;572;6105;28845;4000;3099;11;0,88491164;0,520422854;0,017803398;FALSO;2,978486801;3,195199028;3,189399668;4,231423479;3,068620823;4,413107378;2,861537255;4,021764983;4,471090245;4,47245486;1,760398194;2,157210956;4,788886748;4,805051014;3,443402497;2,834123395;5,219759108;5,380075052;4,792114755;4,320258724;3,675322692;5,087433374;3,607070087;1,36052992;1,729902867;9,67199493
ETHSEQ0000004045_metabat2_a26.c2k.e500.87;EMOSE_N010000405;ERR2098389;58,91;3,06;45,45;64,75;5,04;"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA9926;s__";c__Gammaproteobacteria;BACTERIA (0.7);23_1;ETHSEQ0000004069_metabat2_a26.c2k.e500.4.fa;2038888;575;3725;17726;580;2251;11;0,892358972;0,519880705;0,025621378;FALSO;3,213517774;3,378768485;3,404459271;4,520609739;3,25731236;4,708663983;2,984505383;4,347386504;4,764046713;4,800406661;1,854378397;2,304953551;5,13684367;5,171379878;3,671876075;3,010713297;5,591735391;6,262535565;5,127715791;4,684928296;3,809297165;5,4358512;3,838550591;1,425041073;1,83637341;9,890198661
ETHSEQ0000004044_metabat2_a26.c2k.e500.87;EMOSE_N010000372;ERR2098388;47,8;0,85;0;57,55;0;"d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA8592;g__MedAcidi-G2A;s__MedAcidi-G2A sp000817095";k__Bacteria;BACTERIA (0.5);5_1;ETHSEQ0000004069_metabat2_a26.c2k.e500.41.fa;1027766;310;3593;10416;120;1238;11;0,943092105;0,428016068;0,019280889;FALSO;2,787038306;3,420525097;3,017855516;3,948025645;2,599508916;4,424135484;2,72097621;4,313077452;3,95018569;4,040944548;1,043326129;1,422170139;5,216419806;6,238626419;2,552754874;2,091629071;5,236706645;5,436470548;3,929485548;5,294297129;5,844504516;4,129626129;4,502423581;0,604983771;0,732157739;8,198608968
ETHSEQ0000004035_metabat2_a26.c2k.e500.59;EMOSE_N010000368;ERR2098379;61,91;9,64;9,52;74,82;19,42;"d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA8592;g__MedAcidi-G2A;s__MedAcidi-G2A sp000817095";k__Bacteria;BACTERIA (0.7);5_1;ETHSEQ0000004069_metabat2_a26.c2k.e500.41.fa;1829822;434;4657;26833;470;2163;11;0,938290719;0,427631752;0,025697045;FALSO;2,722847265;3,410493615;2,895603129;3,848594608;2,595960267;4,305680092;2,626797028;4,256802482;3,856012442;3,909877811;1,050731881;1,444831037;5,052511728;6,169978594;2,392872002;2,072247143;4,551333318;5,341447719;3,841784539;5,161617673;5,624667235;4,083376359;4,255850343;0,598132317;0,752663877;7,833784493
